ticker,form,filing_date,ret_21d,status
ADI,10-K,2018-11-27,-0.04085344941965885,ok
ADI,10-K,2020-11-24,0.06004537565797441,ok
ADI,10-Q,2023-02-15,-0.0482468641530468,ok
ADI,10-Q,2017-05-31,-0.08839535176581792,ok
ADI,10-Q,2020-08-19,-0.022393187903012257,ok
ADI,10-Q,2022-02-16,-0.024310094378210745,ok
ADI,10-Q,2019-05-22,0.12676532641974303,ok
ADI,10-K,2016-11-22,0.01339370026364417,ok
ADI,10-K,2021-12-03,-0.028983874466582904,ok
ADI,10-Q,2022-05-18,-0.09139976980580555,ok
ADI,10-K,2022-11-22,-0.023457937086977743,ok
ADI,10-Q,2019-08-21,0.06740393534895217,ok
ADI,10-Q,2020-02-19,-0.2670089809661257,ok
ADI,10-K,2023-11-21,0.08802688723952201,ok
ADI,10-Q,2018-08-22,-0.029663984759453976,ok
ADI,10-K,2017-11-22,0.007548829531989876,ok
ADI,10-K,2019-11-26,0.04462171131187653,ok
ADI,10-Q,2016-05-18,0.010334073362751717,ok
ADI,10-Q,2023-08-23,-0.006569026045803339,ok
ADI,10-Q,2021-05-19,0.06371336817982987,ok
ADI,10-Q,2017-02-15,0.025917802059067796,ok
ADI,10-Q,2025-08-20,,missing
ADI,10-Q,2018-05-30,0.014984464119716767,ok
ADI,10-Q,2021-02-17,-0.06046771342744961,ok
ADP,10-K,2024-08-07,0.04113414458300535,ok
ADP,10-K,2020-08-05,0.03242518228559188,ok
ADP,10-K,2017-08-04,-0.04452830794196527,ok
ADP,10-K,2018-08-03,0.08610744634683076,ok
ADP,10-K,2019-08-09,-0.020270621866980365,ok
ADP,10-K,2023-08-03,0.031249983941492587,ok
ADP,10-K,2016-08-05,0.0021192001677889927,ok
ADP,10-K,2021-08-04,-0.025801833552863918,ok
ADP,10-K,2022-08-03,0.006712395251731396,ok
ADP,10-K,2025-08-06,-0.01879728534804237,ok
ADSK,10-Q,2018-08-30,0.010659036677126421,ok
ADSK,10-Q,2020-12-04,0.08946041409060257,ok
ADSK,10-K,2022-03-14,0.039427676532750144,ok
ADSK,10-Q,2017-12-05,0.039872409663356034,ok
ADSK,10-K,2025-03-06,-0.05714512579021758,ok
ADSK,10-Q,2016-06-06,-0.09732400311365652,ok
ADSK,10-Q,2015-12-09,-0.12679842620970228,ok
ADSK,10-Q,2019-06-04,0.07560500319565278,ok
ADSK,10-Q,2024-12-03,-0.01639013258140476,ok
ADSK,10-Q,2020-06-02,0.10100874185365627,ok
ADSK,10-Q,2017-05-31,-0.09286926335487089,ok
ADSK,10-K,2017-03-21,0.057030180622541726,ok
ADSK,10-K,2019-03-25,0.1397633639922966,ok
ADSK,10-Q,2017-08-31,-0.017385967846294426,ok
ADSK,10-Q,2022-12-06,-0.0381275275971128,ok
ADSK,10-K,2023-03-14,-0.014606985464705291,ok
ADSK,10-Q,2022-08-31,-0.07405572536237737,ok
ADSK,10-K,2024-06-10,0.14010086045725312,ok
ADSK,10-Q,2023-08-29,-0.05246123439851369,ok
ADSK,10-Q,2019-09-04,0.0029791322258572173,ok
ADSK,10-Q,2023-06-01,0.0019675056098378274,ok
ADSK,10-K,2021-03-19,0.09506686558914912,ok
ADSK,10-Q,2022-06-02,-0.17371200465952918,ok
ADSK,10-Q,2023-12-04,0.034386158304198444,ok
ADSK,10-K,2018-03-22,-0.016969872339872127,ok
ADSK,10-Q,2024-09-03,0.04786110033019786,ok
ADSK,10-Q,2016-12-01,0.10054895928535434,ok
ADSK,10-Q,2018-06-08,-0.0056242857852635275,ok
ADSK,10-K,2016-03-23,0.039273869157683716,ok
ADSK,10-Q,2016-08-30,0.05232981952775129,ok
ADSK,10-Q,2021-12-03,0.07400978395811197,ok
ADSK,10-Q,2024-06-10,0.14010086045725312,ok
ADSK,10-Q,2018-12-06,-0.04474100399435332,ok
ADSK,10-Q,2019-12-05,0.061541045217087254,ok
ADSK,10-Q,2025-05-29,0.0423232569839016,ok
ADSK,10-K,2020-03-19,0.1919185164485211,ok
ADSK,10-Q,2020-09-02,-0.13694282651268108,ok
ADSK,10-Q,2021-09-01,-0.06325020872397791,ok
ADSK,10-Q,2021-06-03,0.08478153863875382,ok
AKAM,10-Q,2022-08-09,-0.0511148560870579,ok
AKAM,10-Q,2025-05-09,0.026491759253330027,ok
AKAM,10-Q,2019-11-08,-0.005205281530348382,ok
AKAM,10-Q,2019-08-08,0.00764810086349188,ok
AKAM,10-K,2021-02-26,0.09100527485842425,ok
AKAM,10-K,2018-03-01,0.01958188849985576,ok
AKAM,10-Q,2020-05-08,0.015620383660107429,ok
AKAM,10-K,2019-02-28,0.029428586198572804,ok
AKAM,10-Q,2021-08-06,-0.016234621762293622,ok
AKAM,10-K,2020-02-28,0.08877586539741156,ok
AKAM,10-Q,2022-05-09,0.05507855640031911,ok
AKAM,10-Q,2017-05-09,-0.029563524471357905,ok
AKAM,10-K,2025-02-24,0.05408881990610692,ok
AKAM,10-Q,2020-11-06,0.02430385995725337,ok
AKAM,10-Q,2016-05-09,0.09511458620006108,ok
AKAM,10-Q,2023-05-09,0.17418871667834246,ok
AKAM,10-K,2016-02-29,0.020937506538067252,ok
AKAM,10-Q,2024-05-09,-0.11829009227874143,ok
AKAM,10-Q,2018-11-08,-0.06594627481442594,ok
AKAM,10-Q,2021-11-08,0.03139381280140996,ok
AKAM,10-Q,2018-08-08,-0.027538508675473583,ok
AKAM,10-K,2023-02-28,0.05688712079359992,ok
AKAM,10-Q,2024-11-08,0.10529255615441646,ok
AKAM,10-Q,2024-08-08,0.03822212527754143,ok
AKAM,10-Q,2020-08-07,-0.046786307940298255,ok
AKAM,10-Q,2018-05-09,0.015265203862743437,ok
AKAM,10-Q,2023-08-08,0.09605058493633645,ok
AKAM,10-Q,2016-08-08,0.07707633573287231,ok
AKAM,10-Q,2016-11-08,-0.0009041010321695353,ok
AKAM,10-K,2024-02-28,0.005733334104691901,ok
AKAM,10-Q,2023-11-08,0.03482277666906808,ok
AKAM,10-Q,2015-11-09,-0.1384441390876957,ok
AKAM,10-Q,2021-05-07,0.058568772097773,ok
AKAM,10-Q,2017-08-08,-0.00994290704784484,ok
AKAM,10-Q,2022-11-08,0.0719990578075107,ok
AKAM,10-Q,2017-11-08,0.05096729471751682,ok
AKAM,10-K,2017-02-28,0.01341853311602148,ok
AKAM,10-Q,2025-08-08,0.10818098702494505,ok
AKAM,10-Q,2019-05-09,0.04464873877544773,ok
AMAT,10-Q,2019-08-22,0.10057443694553392,ok
AMAT,10-Q,2016-08-25,-0.010117930177164003,ok
AMAT,10-K,2022-12-16,0.013654081465127588,ok
AMAT,10-Q,2025-02-20,-0.13573100907605296,ok
AMAT,10-K,2016-12-15,0.01905602090389591,ok
AMAT,10-K,2023-12-15,-0.009941247476281334,ok
AMAT,10-Q,2018-02-22,-0.01230590936303666,ok
AMAT,10-Q,2019-02-21,0.026526061174911186,ok
AMAT,10-Q,2018-05-24,-0.07996846551380943,ok
AMAT,10-Q,2023-02-23,0.05863073012815079,ok
AMAT,10-Q,2022-05-26,-0.17424153037728374,ok
AMAT,10-Q,2016-02-25,0.06934849131599874,ok
AMAT,10-K,2024-12-13,0.10115135560053456,ok
AMAT,10-Q,2021-05-27,0.02300108068335982,ok
AMAT,10-Q,2017-02-23,0.07771028457560214,ok
